0,0,0,0,0,0,0,0,0,2,0,0,7,3,0,1,0,0,0,3,2,5,0,1,0,0,0,0
0,0,0,0,0,0,0,0,10,0,3,10,0,0,7,10,6,0,13,0,6,0,9,2,0,0,0,0
0,0,0,0,0,0,0,0,0,4,3,0,6,10,3,0,4,0,0,12,0,1,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,13,0,9,7,0,1,3,5,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,0,1,0,3,9,0,0,9,0,2,2,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,49,75,78,127,104,78,23,1,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,6,5,0,27,96,125,125,127,117,125,125,105,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,3,0,11,67,118,127,113,51,34,53,82,123,127,27,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,93,124,127,78,6,1,0,2,11,93,127,10,0,0,0,0
0,0,0,0,0,0,0,0,0,3,3,2,101,126,84,9,0,4,4,0,87,127,94,17,0,0,0,0
0,0,0,0,0,0,0,0,3,0,3,21,120,127,56,0,5,0,6,76,127,116,52,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,2,24,124,127,48,5,0,3,48,120,127,92,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,4,108,127,51,0,4,84,127,125,65,0,7,8,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0,101,124,84,59,117,126,119,60,3,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,109,121,122,127,127,106,33,3,1,4,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,12,113,123,127,123,88,7,5,0,5,3,0,0,0,0,0,0
0,1,0,12,0,0,8,0,0,23,87,124,119,127,126,72,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,0,0,8,0,4,33,127,119,124,117,121,124,27,0,0,0,0,0,0,0,0,0,0,0,0
0,4,8,0,1,9,0,42,114,122,127,17,55,127,122,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1,0,15,100,127,100,9,17,52,120,107,4,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,4,0,0,50,127,121,50,0,0,113,116,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,2,0,1,72,124,94,4,3,30,118,127,49,5,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,1,69,117,88,3,40,120,121,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2,0,1,0,58,123,127,115,118,125,96,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,1,14,28,116,127,117,57,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,3,1,0,4,10,0,0,1,1,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,2,0,0,0,9,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,0,0,0,1,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0
